,bt,km,transmission,ownerNo,oem,modelYear,Insurance Validity,Fuel Type,RTO,Features,Mileage,Engine,Max Power,Torque,Seats,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
1897,0,50000,0,2,11,2018,2,3,25,9,21.4,1197,83.1,115.0,5.0,8,4,4,0,3995.0,1745.0,1510.0,2520.0,0,3,0,1,1,5,1
1898,3,60000,1,1,11,2019,2,1,29,9,24.3,1248,88.5,200.0,5.0,8,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,1
1899,4,60000,1,1,19,2017,2,3,25,9,17.0,1198,74.0,110.0,5.0,8,3,4,0,3995.0,1682.0,1483.0,2470.0,5,3,0,1,1,4,1
1901,0,107158,1,2,11,2014,2,3,25,9,20.51,998,67.04,90.0,5.0,11,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,1
1902,0,90811,1,1,7,2019,2,3,25,9,18.9,1197,81.86,113.75,5.0,1,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,1
1903,0,76454,1,3,4,2012,0,3,25,9,15.6,1196,70.0,102.0,5.0,0,4,4,0,3795.0,1680.0,1427.0,2489.0,5,3,0,1,1,5,1
1904,0,57464,1,1,11,2021,2,3,25,9,22.38,1197,88.5,113.0,5.0,11,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,1
1905,4,95072,1,1,6,2019,0,3,25,9,19.5,1199,88.76,110.0,5.0,4,4,4,0,3995.0,1695.0,1501.0,2470.0,5,3,0,1,1,4,1
1907,0,56028,1,2,7,2018,2,3,25,9,18.6,1197,81.83,114.7,5.0,12,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,1
1909,0,36460,1,1,7,2020,3,3,25,9,20.7,1197,81.86,113.8,5.0,8,4,4,0,3805.0,1680.0,1520.0,2450.0,5,1,0,1,1,5,1
1910,4,103249,1,1,6,2020,3,3,25,9,19.5,1199,88.76,110.0,5.0,5,4,4,0,3995.0,1695.0,1501.0,2470.0,5,3,0,1,1,4,1
1915,4,42709,1,1,19,2019,0,3,25,9,19.44,999,75.0,95.0,5.0,2,3,4,0,3995.0,1682.0,1483.0,2470.0,5,3,0,1,1,4,1
1921,0,104279,1,1,7,2014,2,3,25,8,18.9,1197,82.0,114.0,5.0,8,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,1
1922,0,73321,1,1,7,2018,0,3,25,9,17.19,1197,81.86,114.73,5.0,12,4,4,0,3995.0,1760.0,1555.0,2570.0,5,3,0,1,1,5,1
1924,0,34279,1,1,7,2018,3,3,25,9,20.3,1086,68.0,99.0,5.0,11,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,1
1925,0,55040,1,2,7,2016,0,3,25,9,18.6,1197,81.83,114.7,5.0,1,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,1
1927,0,104336,1,2,7,2014,0,1,25,9,22.54,1396,88.73,219.7,5.0,10,4,4,1,3985.0,1734.0,1505.0,2570.0,6,3,0,1,1,5,1
1930,0,47429,1,1,7,2016,0,3,25,9,18.6,1197,81.83,114.7,5.0,1,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,1
1931,0,67000,1,1,11,2015,0,3,25,9,21.21,1197,81.8,113.0,5.0,4,4,4,0,3840.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,1
1932,0,80000,1,1,19,2016,2,3,25,9,16.2,1199,74.0,110.0,5.0,8,3,4,0,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,1
1933,0,27000,1,1,19,2018,0,3,25,9,18.78,999,75.0,95.0,5.0,4,3,4,0,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,1
1934,3,56000,1,2,4,2016,0,1,25,9,22.77,1498,98.59,205.0,5.0,1,4,2,1,3999.0,1765.0,1708.0,2520.0,5,3,0,1,1,5,1
1935,4,33379,1,1,6,2018,0,3,25,9,18.6,1199,88.76,110.0,5.0,12,4,4,0,3995.0,1695.0,1501.0,2470.0,5,1,0,1,1,4,1
1937,4,90000,1,1,7,2016,2,3,14,9,19.1,1197,82.0,114.0,5.0,8,4,4,0,3995.0,1660.0,1520.0,2425.0,5,3,1,1,1,4,1
1938,4,50197,1,1,7,2015,2,3,25,9,19.1,1197,82.0,114.0,5.0,10,4,4,0,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,1
1939,4,80000,1,2,7,2012,2,3,29,8,16.36,1495,93.7,124.6,5.0,8,4,3,0,4250.0,1670.0,1370.0,2440.0,5,3,0,1,1,4,1
1940,0,60611,1,0,6,2016,2,3,29,9,18.7,1199,88.7,110.0,5.0,2,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,1
1941,3,61120,1,3,4,2017,2,3,25,9,15.85,1499,110.4,140.0,5.0,12,4,4,0,3999.0,1765.0,1708.0,2520.0,5,3,0,1,1,5,1
1942,0,55415,1,1,15,2019,2,3,25,9,23.01,999,67.0,91.0,5.0,8,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,1
1944,0,48579,1,1,6,2015,0,3,25,9,18.7,1199,88.7,110.0,5.0,2,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,1
1945,4,59532,1,2,7,2016,2,3,25,9,19.1,1197,82.0,114.0,5.0,10,4,4,0,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,1
1949,0,40629,1,1,17,2021,2,1,25,9,23.64,1497,88.77,200.0,5.0,1,4,4,1,3990.0,1755.0,1523.0,2501.0,5,1,0,1,1,5,1
1950,4,73341,0,2,11,2016,2,1,25,9,26.59,1248,74.0,190.0,5.0,10,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,1
1954,0,35419,1,1,11,2017,2,3,25,9,21.01,1197,81.8,113.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,5,1,0,1,1,5,1
1959,4,61331,1,1,7,2014,0,1,25,9,24.4,1120,71.01,180.4,5.0,11,3,4,0,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,1
1960,4,51438,1,1,6,2014,2,1,25,9,25.8,1498,98.6,200.0,5.0,11,4,4,1,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,1
1961,0,67988,1,1,7,2019,0,3,25,9,20.3,1086,68.0,99.0,5.0,5,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,1
1962,0,36032,0,2,6,2019,3,3,25,9,18.2,1199,88.7,110.0,5.0,11,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,1
1964,4,88584,1,1,11,2016,3,3,25,9,22.41,1197,88.5,113.0,5.0,11,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,1
1965,0,97419,1,2,11,2012,2,1,25,8,23.2,1248,73.94,190.0,5.0,10,4,4,1,3775.0,1680.0,1620.0,2360.0,5,3,0,1,1,5,1
1967,3,106498,1,2,4,2015,0,1,25,9,22.7,1498,89.84,204.0,5.0,1,4,2,1,3999.0,1765.0,1708.0,2520.0,5,3,0,1,1,5,1
