,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
29,Sedan,40000,Automatic,2,Audi,2016,1785000.0,Third Party,Diesel,9,17.11,1968.0,174.33,380.0,others,4.0,4.0,Yes,4701.0,2040.0,1427.0,2808.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
30,SUV,79012,Manual,2,Mahindra,2014,802999.0,Comprehensive,Diesel,9,15.1,2179.0,140.0,330.0,silver,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
31,SUV,31344,Manual,1,Jeep,2021,2565000.0,Comprehensive,Diesel,9,17.1,1956.0,167.67,350.0,black,4.0,4.0,Yes,4405.0,1818.0,1640.0,2636.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
32,Sedan,50000,Manual,1,Hyundai,2018,674000.0,Third Party,Petrol,9,20.14,1197.0,81.86,113.75,others,4.0,4.0,No,3995.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
33,Hatchback,12434,Manual,1,Maruti,2015,349000.0,Comprehensive,Petrol,9,20.51,998.0,67.04,90.0,brown,3.0,4.0,No,3599.0,1495.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
34,MUV,60000,Manual,2,Maruti,2019,1050000.0,Third Party,Petrol,9,19.34,1462.0,103.0,138.0,others,4.0,4.0,No,4395.0,1735.0,1690.0,2740.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
35,Sedan,12000,Automatic,1,Mercedes-Benz,2019,4425000.0,Comprehensive,Diesel,9,12.6,1950.0,194.0,400.0,white,4.0,4.0,Yes,4686.0,2020.0,1442.0,2840.0,9.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
36,Hatchback,40987,Manual,2,Maruti,2015,405999.0,Comprehensive,Petrol,9,20.51,998.0,67.04,90.0,white,3.0,4.0,No,3599.0,1495.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
37,Sedan,18157,Automatic,1,BMW,2020,4965000.0,Zero Dep,Petrol,9,15.56,1998.0,248.08,350.0,blue,4.0,4.0,Twin,4936.0,2126.0,1466.0,2975.0,8.0,5.0,Power,Disc,Disc,Runflat,4.0,Bangalore
38,SUV,120000,Manual,3,Toyota,2011,1100000.0,Third Party,Diesel,9,11.5,2982.0,103.7259811197063,343.0,others,4.0,4.0,Yes,4695.0,1840.0,1850.0,2750.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
39,SUV,40000,Automatic,2,Renault,2020,1100000.0,Third Party,Diesel,9,19.87,1461.0,108.5,245.0,others,4.0,4.0,No,4360.0,1822.0,1695.0,2673.0,6.0,5.0,Power,Disc,Drum,Radial,5.0,Bangalore
40,Hatchback,89667,Manual,1,Hyundai,2016,594000.0,Comprehensive,Petrol,9,18.6,1197.0,81.83,114.7,white,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
41,Hatchback,120000,Manual,1,Hyundai,2017,710000.0,Third Party,Diesel,9,22.54,1396.0,88.73,219.7,others,4.0,4.0,Yes,3985.0,1734.0,1505.0,2570.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
42,Hatchback,56997,Manual,1,Maruti,2017,692000.0,Zero Dep,Petrol,9,21.4,1197.0,83.1,115.0,blue,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
43,Sedan,120000,Manual,1,Hyundai,2013,650000.0,Third Party,Petrol,9,16.3,1797.0,147.5,177.5,others,4.0,4.0,No,4530.0,1775.0,1470.0,2700.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
44,Sedan,59000,Automatic,1,Audi,2015,2089999.0,Third Party,Diesel,9,18.53,1968.0,187.74,400.0,white,4.0,4.0,Yes,4933.0,1874.0,1455.0,2912.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
45,Hatchback,18835,Manual,1,Maruti,2021,411000.0,Zero Dep,Petrol,9,22.05,796.0,47.33,69.0,silver,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
46,SUV,120000,Manual,2,Mahindra,2010,650000.0,Third Party,Diesel,8,12.05,2179.0,120.0,290.0,gray,4.0,4.0,Yes,4430.0,1817.0,1975.0,2680.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
47,Hatchback,40000,Automatic,1,Mini,2016,3675000.0,Comprehensive,Petrol,9,17.33,1998.0,189.08,280.0,white,4.0,4.0,Yes,3850.0,1727.0,1414.0,2495.0,7.0,4.0,Electronic,Disc,Disc,Runflat,3.0,Bangalore
48,Hatchback,60932,Manual,1,Tata,2019,610000.0,Comprehensive,Petrol,9,23.84,1199.0,83.83,114.0,red,3.0,4.0,No,3746.0,1647.0,1535.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
49,SUV,33539,Automatic,2,Kia,2020,1675000.0,Comprehensive,Petrol,9,16.5,1353.0,138.08,242.0,white,4.0,4.0,Yes,4315.0,1800.0,1645.0,2610.0,7.0,5.0,Electronic,Disc,Disc,Tubeless,5.0,Bangalore
50,Hatchback,66837,Manual,2,Tata,2018,530000.0,Comprehensive,Petrol,9,23.84,1199.0,84.0,114.0,brown,3.0,4.0,No,3746.0,1647.0,1535.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
51,Hatchback,60000,Manual,2,Maruti,2008,250000.0,Third Party,Petrol,9,19.7,796.0,46.3,62.0,others,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
52,Hatchback,44285,Manual,1,Hyundai,2019,715000.0,Third Party,Petrol,9,18.6,1197.0,81.86,117.0,gray,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
53,SUV,100000,Automatic,2,Mercedes-Benz,2014,3500000.0,Third Party,Diesel,9,11.3,2987.0,254.8,619.0,others,6.0,4.0,Yes,5120.0,2141.0,1850.0,3075.0,7.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
54,SUV,25000,Automatic,1,Tata,2021,2250000.0,Comprehensive,Diesel,9,14.08,1956.0,167.67,350.0,white,4.0,4.0,Yes,4661.0,1894.0,1786.0,2741.0,6.0,6.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
55,Hatchback,36735,Manual,1,Hyundai,2018,625000.0,Comprehensive,Petrol,9,18.9,1197.0,81.86,113.75,blue,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
56,SUV,79000,Automatic,1,Audi,2015,2695000.0,Comprehensive,Diesel,9,12.07,2967.0,241.4,550.0,white,6.0,4.0,Yes,5089.0,2177.0,1737.0,3002.0,8.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
57,SUV,120000,Manual,2,Mahindra,2010,650000.0,Third Party,Diesel,8,12.05,2179.0,120.0,290.0,gray,4.0,4.0,Yes,4430.0,1817.0,1975.0,2680.0,5.0,8.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
58,Hatchback,10000,Automatic,1,Renault,2022,550000.0,Third Party,Petrol,9,22.0,999.0,67.0,91.0,others,3.0,4.0,No,3731.0,1579.0,1474.0,2422.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
59,SUV,53645,Manual,1,Tata,2018,825000.0,Comprehensive,Diesel,9,21.5,1497.0,108.5,260.0,white,4.0,4.0,Yes,3994.0,1811.0,1607.0,2498.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
60,Hatchback,100000,Manual,2,Hyundai,2006,220000.0,Third Party,Petrol,9,15.3,1341.0,103.7259811197063,115.0,others,4.0,3.0,No,3810.0,1665.0,1515.0,2455.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
61,Hatchback,53982,Automatic,1,Maruti,2014,428000.0,Comprehensive,Petrol,8,26.68,998.0,65.71,89.0,others,3.0,4.0,No,3695.0,1655.0,1555.0,2435.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
62,Sedan,110000,Manual,1,Skoda,2014,695000.0,Third Party,Diesel,9,21.14,1498.0,103.52,250.0,black,4.0,4.0,Yes,4386.0,1699.0,1466.0,2552.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
63,SUV,37741,Manual,2,Ford,2019,930000.0,Third Party,Petrol,9,15.9,1496.0,120.69,149.0,white,3.0,4.0,No,3998.0,1765.0,1647.0,2519.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Bangalore
64,Hatchback,17367,Manual,1,Maruti,2021,455000.0,Comprehensive,Petrol,9,22.05,796.0,47.33,69.0,silver,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
65,SUV,94000,Manual,1,Hyundai,2017,1195000.0,Comprehensive,Diesel,9,19.67,1582.0,126.2,259.9,gray,4.0,4.0,Yes,4270.0,1780.0,1630.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
66,SUV,33700,Automatic,1,Tata,2021,2175000.0,Comprehensive,Diesel,9,14.6,1956.0,167.67,350.0,gray,4.0,4.0,Yes,4598.0,1894.0,1706.0,2741.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
67,Hatchback,54601,Manual,3,Maruti,2014,442000.0,Comprehensive,Petrol,9,22.38,1197.0,88.5,113.0,white,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
68,Hatchback,110000,Manual,1,Maruti,2018,690000.0,Third Party,Diesel,9,28.4,1248.0,74.0,190.0,others,4.0,4.0,Yes,3840.0,1735.0,1530.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
69,Hatchback,64000,Manual,2,Maruti,2017,500000.0,Third Party,Petrol,9,23.1,998.0,67.04,90.0,red,3.0,4.0,No,3715.0,1635.0,1565.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
70,Sedan,40525,Automatic,1,BMW,2016,3395000.0,Comprehensive,Diesel,9,21.76,1995.0,188.0,400.0,white,4.0,4.0,Yes,4824.0,1828.0,1508.0,2920.0,8.0,5.0,Power,Disc,Disc,Other,4.0,Bangalore
71,Sedan,100000,Manual,1,Maruti,2015,650000.0,Third Party,Diesel,9,26.21,1248.0,88.5,200.0,white,4.0,4.0,Yes,4490.0,1730.0,1485.0,2650.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
72,Hatchback,44154,Automatic,2,Honda,2016,537000.0,Comprehensive,Petrol,9,19.0,1199.0,88.7,110.0,white,4.0,4.0,No,3955.0,1694.0,1544.0,2530.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
73,MUV,70000,Manual,1,Renault,2016,750000.0,Third Party,Diesel,9,19.98,1461.0,108.5,245.0,white,4.0,4.0,Yes,4498.0,1751.0,1697.0,2810.0,6.0,7.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
74,Sedan,79000,Automatic,1,Skoda,2018,1789999.0,Comprehensive,Petrol,9,15.1,1798.0,178.0,250.0,white,4.0,4.0,Yes,4670.0,1814.0,1476.0,2688.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
75,Hatchback,68039,Manual,2,Tata,2017,468000.0,Third Party,Petrol,9,23.84,1199.0,84.0,114.0,orange,3.0,4.0,No,3746.0,1647.0,1535.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
76,Hatchback,60000,Manual,2,Maruti,2014,420000.0,Third Party,Petrol,8,18.5,1197.0,85.8,114.0,silver,4.0,4.0,No,3775.0,1680.0,1620.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
77,Hatchback,10000,Manual,1,Hyundai,2021,919999.0,Third Party,Petrol,9,20.0,998.0,118.36,171.62,others,3.0,4.0,Yes,3995.0,1775.0,1505.0,2580.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
78,Sedan,49873,Manual,1,Honda,2013,533000.0,Third Party,Petrol,9,16.8,1497.0,116.3,146.0,yellow,4.0,4.0,No,4440.0,1695.0,1485.0,2550.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
79,Hatchback,90000,Automatic,3,Volkswagen,2013,850000.0,Third Party,Petrol,9,17.2,1197.0,103.6,175.0,others,4.0,4.0,Yes,3970.0,1682.0,1453.0,2456.0,7.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
80,Sedan,48960,Manual,2,Skoda,2017,751000.0,Third Party,Diesel,9,21.13,1498.0,108.6,250.0,silver,4.0,4.0,Yes,4413.0,1699.0,1466.0,2552.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
81,Hatchback,70000,Manual,2,Hyundai,2014,388000.0,Third Party,Diesel,8,24.0,1120.0,70.0,160.0,others,3.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
82,Hatchback,68000,Manual,2,Hyundai,2013,490000.0,Comprehensive,Petrol,9,18.5,1197.0,82.85,113.7,silver,4.0,4.0,No,3995.0,1710.0,1505.0,2525.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
83,SUV,23017,Manual,1,Mahindra,2016,494000.0,Third Party,Diesel,9,25.32,1198.0,77.0,190.0,orange,3.0,4.0,Yes,3675.0,1715.0,1655.0,2385.0,5.0,6.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
84,Hatchback,83000,Manual,2,Hyundai,2013,525000.0,Comprehensive,Diesel,9,21.27,1396.0,88.76,219.6,brown,4.0,4.0,No,3995.0,1710.0,1505.0,2525.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
85,SUV,92000,Automatic,2,BMW,2016,2890000.0,Comprehensive,Diesel,9,16.55,1995.0,187.74,400.0,white,4.0,4.0,Twin,4708.0,2138.0,1676.0,2864.0,8.0,5.0,Electronic,Disc,Disc,Tubeless,5.0,Bangalore
86,Hatchback,62139,Manual,1,Maruti,2018,550000.0,Comprehensive,Petrol,9,20.51,998.0,67.04,90.0,red,3.0,4.0,No,3636.0,1475.0,1670.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
87,Hatchback,74000,Manual,1,Hyundai,2013,365000.0,Comprehensive,LPG,8,19.2,1086.0,68.05,99.04,gray,4.0,3.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
88,Hatchback,26500,Automatic,2,Renault,2016,420000.0,Comprehensive,Petrol,9,24.04,999.0,67.0,91.0,red,3.0,4.0,No,3679.0,1579.0,1478.0,2422.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
89,Sedan,81716,Automatic,1,Volvo,2017,1895000.0,Comprehensive,Diesel,9,27.03,1969.0,190.0,400.0,silver,4.0,4.0,Yes,4635.0,2097.0,1484.0,2776.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
90,Sedan,24000,Automatic,2,Mercedes-Benz,2018,5990000.0,Comprehensive,Diesel,9,17.0,2987.0,254.8,620.0,white,6.0,4.0,Yes,5063.0,1860.0,1494.0,3079.0,9.0,5.0,Electronic,Disc,Disc,Tubeless,4.0,Bangalore
91,SUV,10000,Automatic,1,Mahindra,2022,1050000.0,Third Party,Petrol,9,17.0,1197.0,108.6,200.0,white,3.0,4.0,Yes,3995.0,1821.0,1627.0,2600.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
92,SUV,18000,Automatic,1,MG,2021,2075000.0,Comprehensive,Petrol,9,16.56,1451.0,141.0,250.0,black,4.0,4.0,Yes,4720.0,1835.0,1760.0,2750.0,6.0,6.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
93,Hatchback,38197,Manual,1,Honda,2013,394000.0,Third Party,Petrol,9,19.4,1198.0,86.8,109.0,others,4.0,4.0,No,3610.0,1680.0,1500.0,2345.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
94,Hatchback,23000,Automatic,2,Maruti,2017,725000.0,Comprehensive,Petrol,9,19.56,1197.0,81.8,113.0,gray,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
95,Hatchback,50000,Manual,1,Maruti,2013,240000.0,Third Party,Petrol,8,20.92,998.0,67.1,90.0,red,3.0,4.0,No,3620.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
96,SUV,10000,Automatic,1,Renault,2022,835000.0,Third Party,Petrol,9,19.03,999.0,71.01,96.0,others,3.0,4.0,No,3991.0,1750.0,1605.0,2500.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
97,Hatchback,19000,Manual,1,Hyundai,2019,695000.0,Third Party,Petrol,9,18.9,1197.0,81.86,113.75,blue,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
98,SUV,14000,Automatic,1,Kia,2020,1725000.0,Comprehensive,Petrol,9,16.5,1353.0,138.08,242.0,white,4.0,4.0,Yes,4315.0,1800.0,1645.0,2610.0,7.0,5.0,Electronic,Disc,Disc,Tubeless,5.0,Bangalore
99,Hatchback,29268,Manual,1,Hyundai,2014,330000.0,Comprehensive,Petrol,9,21.1,814.0,55.2,74.5,white,3.0,3.0,No,3495.0,1550.0,1500.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
100,Sedan,20000,Automatic,1,Volkswagen,2019,990000.0,Third Party,Petrol,9,18.19,1197.0,103.2,175.0,others,4.0,4.0,Yes,4390.0,1699.0,1467.0,2553.0,7.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
101,Sedan,30000,Manual,1,Toyota,2018,750000.0,Third Party,Petrol,9,17.1,1496.0,105.5,140.0,others,4.0,4.0,No,4425.0,1730.0,1495.0,2550.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
102,Hatchback,64374,Automatic,1,Honda,2018,755000.0,Not Available,Petrol,9,19.0,1199.0,88.7,110.0,gray,4.0,4.0,No,3955.0,1694.0,1544.0,2530.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
103,SUV,30000,Manual,1,MG,2021,1750000.0,Third Party,Diesel,9,17.41,1956.0,167.68,350.0,others,4.0,4.0,Yes,4655.0,1835.0,1760.0,2750.0,6.0,5.0,Power,Disc,Disc,Radial,5.0,Bangalore
104,SUV,7100,Automatic,1,Hyundai,2022,2082999.0,Comprehensive,Petrol,9,14.2,1999.0,156.9,191.0,white,4.0,4.0,No,4500.0,1790.0,1675.0,2760.0,6.0,6.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
105,Hatchback,43679,Manual,1,Hyundai,2010,271000.0,Comprehensive,Petrol,9,19.81,1086.0,68.05,99.04,silver,4.0,3.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
106,SUV,40000,Automatic,1,Hyundai,2018,1280000.0,Third Party,Petrol,9,14.8,1591.0,121.3,151.0,others,4.0,4.0,No,4270.0,1780.0,1665.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
107,Hatchback,40562,Manual,1,Hyundai,2012,436000.0,Third Party,Diesel,9,22.54,1396.0,88.76,219.6,red,4.0,4.0,No,3995.0,1710.0,1505.0,2525.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
108,SUV,20000,Automatic,1,Hyundai,2019,1250000.0,Third Party,Petrol,9,18.15,998.0,118.35,171.6,others,3.0,4.0,Yes,3995.0,1770.0,1605.0,2500.0,7.0,5.0,Power,Disc,Drum,Radial,5.0,Bangalore
109,SUV,58600,Automatic,1,Mahindra,2016,1350000.0,Third Party,Diesel,9,16.0,2179.0,140.0,330.0,silver,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
110,SUV,42050,Automatic,1,Volkswagen,2020,2225000.0,Comprehensive,Petrol,9,18.4,1498.0,147.94,250.0,white,4.0,4.0,Yes,4234.0,1819.0,1573.0,2590.0,7.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
111,Hatchback,65017,Automatic,1,Maruti,2015,475000.0,Not Available,Petrol,8,23.1,998.0,67.04,90.0,white,3.0,4.0,No,3715.0,1635.0,1565.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
112,Sedan,80000,Automatic,2,BMW,2008,600000.0,Third Party,Diesel,9,13.2,1995.0,103.7259811197063,34.7,others,4.0,4.0,Yes,4531.0,1817.0,1421.0,2760.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
113,SUV,30000,Automatic,1,Jeep,2021,2450000.0,Third Party,Petrol,9,14.1,1368.0,160.77,250.0,others,4.0,4.0,No,4405.0,1818.0,1640.0,2636.0,7.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
114,SUV,20000,Automatic,1,Kia,2020,1625000.0,Third Party,Petrol,9,16.5,1353.0,138.08,242.0,others,4.0,4.0,Yes,4315.0,1800.0,1645.0,2610.0,7.0,5.0,Electronic,Disc,Disc,Tubeless,5.0,Bangalore
115,Sedan,36349,Automatic,1,Skoda,2014,1650000.0,Not Available,Diesel,9,17.2,1968.0,138.1,320.0,white,4.0,4.0,Yes,4838.0,1817.0,1482.0,2761.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
116,Hatchback,80000,Manual,3,Hyundai,2009,249000.0,Third Party,Petrol,9,20.36,1197.0,78.9,111.8,others,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
117,SUV,83394,Manual,2,Renault,2014,630000.0,Not Available,Petrol,8,13.24,1598.0,102.57,145.0,red,4.0,4.0,No,4315.0,1822.0,1695.0,2673.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
118,SUV,30000,Automatic,2,Audi,2016,2599000.0,Third Party,Diesel,9,14.16,1968.0,174.3,380.0,others,4.0,4.0,Yes,4629.0,2089.0,1655.0,2807.0,7.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
119,Hatchback,52204,Manual,1,Maruti,2017,385000.0,Third Party,Petrol,9,24.39,998.0,65.71,89.0,silver,3.0,4.0,No,3530.0,1490.0,1520.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
120,Hatchback,110000,Manual,3,Hyundai,2012,300000.0,Third Party,Petrol,9,17.0,1197.0,103.7259811197063,11.4,red,4.0,4.0,No,3940.0,1710.0,1505.0,2.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
121,SUV,89000,Automatic,1,Ford,2017,2975000.0,Third Party,Diesel,9,10.91,3198.0,197.0,470.0,black,4.0,4.0,Yes,4892.0,1860.0,1837.0,2850.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
122,Hatchback,29813,Manual,2,Maruti,2014,276000.0,Comprehensive,Petrol,9,22.05,796.0,47.33,69.0,others,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
123,Hatchback,30000,Manual,1,Ford,2018,500000.0,Third Party,Petrol,9,18.16,1196.0,86.8,112.0,gray,4.0,4.0,No,3886.0,1695.0,1525.0,2491.0,5.0,5.0,EPAS,Disc,Drum,Tubeless,5.0,Bangalore
124,Hatchback,13345,Automatic,1,Maruti,2020,730000.0,Comprehensive,Petrol,9,20.89,1197.0,81.8,113.0,white,4.0,4.0,No,3700.0,1690.0,1595.0,2435.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
125,SUV,17100,Automatic,1,Hyundai,2022,2245000.0,Comprehensive,Diesel,9,18.1,1498.0,113.42,250.0,gray,4.0,4.0,Yes,4500.0,1790.0,1675.0,2760.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
126,Hatchback,75000,Manual,1,Hyundai,2014,399000.0,Comprehensive,Petrol,9,18.9,1197.0,82.0,114.0,gray,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
127,Hatchback,75523,Manual,2,Hyundai,2011,312000.0,Comprehensive,Petrol,9,20.36,1197.0,78.9,111.8,red,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
128,SUV,47000,Manual,1,Mahindra,2015,1275000.0,Comprehensive,Diesel,9,16.0,2179.0,140.0,330.0,silver,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
129,SUV,36500,Manual,1,Tata,2022,1989999.0,Comprehensive,Diesel,9,16.35,1956.0,167.67,350.0,white,4.0,4.0,Yes,4598.0,1894.0,1706.0,2741.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
130,MUV,28253,Manual,1,Renault,2020,719000.0,Comprehensive,Petrol,9,20.0,999.0,71.01,96.0,silver,3.0,4.0,No,3991.0,1739.0,1643.0,2515.9687699171445,5.0,7.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
131,SUV,50000,Manual,1,Hyundai,2016,1260000.0,Third Party,Diesel,9,19.67,1582.0,126.2,259.9,white,4.0,4.0,Yes,4270.0,1780.0,1630.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
132,Hatchback,90000,Manual,2,Hyundai,2010,300000.0,Third Party,Petrol,8,20.36,1197.0,78.9,111.7,others,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
133,SUV,70000,Automatic,2,BMW,2016,3981000.0,Third Party,Diesel,9,15.97,2993.0,258.0,560.0,others,6.0,4.0,Yes,4886.0,1938.0,1762.0,2933.0,8.0,5.0,Power,Disc,Disc,Runflat,5.0,Bangalore
134,Hatchback,52571,Manual,1,Hyundai,2016,627000.0,Comprehensive,Petrol,9,18.6,1197.0,81.83,114.7,gray,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
135,Sedan,70000,Automatic,2,BMW,2010,1300000.0,Third Party,Diesel,9,16.07,1995.0,181.0,380.0,others,4.0,4.0,Yes,4520.0,1817.0,1421.0,2760.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
